Ключевое слово,Страница,Сеансы,"Новые сеансы, %",Новые пользователи,Показатель отказов,Страниц/сеанс,Сред. длительность сеанса,Коэффициент транзакций,Транзакции,Доход
памперсы для купания в бассейне купить,/tag/podguzniki_i_pelenki/podguzniki/dlja_kupanija.html,228,"89,04 %",203,"55,70 %","1,17",00:00:43,"0,00 %",0,"0,00 руб."
японские подгузники,/tag/podguzniki_i_pelenki/moony.html,228,"5,70 %",13,"10,96 %","1,11",00:03:09,"0,00 %",0,"0,00 руб."
японские подгузники,/tag/podguzniki_i_pelenki/moony.html/,216,"0,00 %",0,"6,02 %","1,35",00:01:51,"0,00 %",0,"0,00 руб."
(not provided),/catalog/igrushki/29558.html,215,"6,05 %",13,"11,63 %","35,41",00:05:38,"0,00 %",0,"0,00 руб."
(not provided),/tag/detskoe_pitanie.html,215,"64,65 %",139,"35,35 %","1,24",00:04:32,"0,00 %",0,"0,00 руб."
(not provided),/tag/detskoe_pitanie/kakoe_luchshe.html,215,"82,33 %",177,"53,02 %","1,12",00:00:40,"0,00 %",0,"0,00 руб."
(not provided),/tag/igraj_i_razvivajsya/tovary_tiny_love.html,215,"64,65 %",139,"76,74 %","1,24",00:00:54,"0,00 %",0,"0,00 руб."
(not provided),/tag/podguzniki_i_pelenki/moony/dlja_novorozhdennyh.html/,215,"76,74 %",165,"53,02 %","1,18",00:01:21,"0,00 %",0,"0,00 руб."
(not provided),/tag/podguzniki_i_pelenki/pampers/premium_care.html,215,"82,33 %",177,"82,33 %","1,00",00:00:30,"0,00 %",0,"0,00 руб."
(not set),/catalog/kashi,215,"6,05 %",13,"46,98 %","21,80",00:11:27,"0,00 %",0,"0,00 руб."
(not set),/catalog/kormlenie-i-uhod-za-grudyu?page=3,215,"0,00 %",0,"94,42 %","1,71",00:01:31,"0,00 %",0,"0,00 руб."
(not set),/catalog/sredstva-dlya-kormleniya/29293.html,215,"0,00 %",0,"35,35 %","55,92",00:07:50,"0,00 %",0,"0,00 руб."
(not set),/tag/tovary_po_proizvoditelju/rossijal.html,215,"88,37 %",190,"46,98 %","1,06",00:02:48,"0,00 %",0,"0,00 руб."
крем-паста под подгузник lallum baby splat,/catalog/dlya-novorogdennyh/105926_16447.html,215,"0,00 %",0,"88,37 %","1,12",00:00:08,"0,00 %",0,"0,00 руб."
младенец ру,/catalog/igrushki-dlya-malyshey,215,"0,00 %",0,"70,70 %","21,80",00:06:24,"0,00 %",0,"0,00 руб."
памперсы для новорожденных цена,/tag/podguzniki_i_pelenki/pampersy_dlja_novorozhdennyh.html,215,"70,70 %",152,"64,65 %","1,30",00:04:38,"0,00 %",0,"0,00 руб."
(not provided),/catalog/aksessuary-dlya-sna/29949.html,203,"0,00 %",0,"62,56 %","21,72",00:03:56,"0,00 %",0,"0,00 руб."
(not provided),/catalog/krovatki,203,"6,40 %",13,"62,56 %","12,30",00:06:04,"0,00 %",0,"0,00 руб."
(not provided),/catalog/odegda-i-obuv,203,"0,00 %",0,"25,12 %","28,96",00:03:51,"0,00 %",0,"0,00 руб."
(not provided),/catalog/podguzniki/huggies-trusiki,203,"100,00 %",203,"43,84 %","1,25",00:01:04,"0,00 %",0,"0,00 руб."
(not provided),/tag/detskoe_pitanie/chai/detskie_chai.html,203,"81,28 %",165,"87,19 %","1,25",00:00:18,"0,00 %",0,"0,00 руб."
(not set),/catalog/aksessuary-dlya-kolyasok/29940.html,203,"0,00 %",0,"37,44 %","22,09",00:12:12,"0,00 %",0,"0,00 руб."
(not set),/tag/podguzniki_i_pelenki/podguzniki/trusiki.html,203,"74,88 %",152,"74,88 %","1,31",00:02:10,"0,00 %",0,"0,00 руб."
продукция нутрилон,/tag/detskoe_pitanie/nutricia_nutrilon/smesi.html,203,"6,40 %",13,"62,56 %","1,37",00:01:41,"0,00 %",0,"0,00 руб."
(not provided),/catalog/gigiena-i-uhod/28627.html,190,"0,00 %",0,"6,84 %","73,15",00:10:27,"0,00 %",0,"0,00 руб."
(not provided),/tag/detskoe_pitanie/nanny.html,190,"66,84 %",127,"73,16 %","1,13",00:02:23,"0,00 %",0,"0,00 руб."
(not set),/catalog/podguzniki/pampers-trusiki,190,"73,16 %",139,"40,00 %","1,47",00:02:06,"0,00 %",0,"0,00 руб."
(not set),/tag/detskoe_pitanie/detskie_smesi.html,190,"73,16 %",139,"60,00 %","1,20",00:01:18,"0,00 %",0,"0,00 руб."
(not set),/tag/podguzniki_i_pelenki/goon.html,190,"66,84 %",127,"66,84 %","1,07",00:00:45,"0,00 %",0,"0,00 руб."
младенец,/catalog/detskoe-pitanie/28934.html,190,"0,00 %",0,"26,84 %","40,67",00:10:44,"0,00 %",0,"0,00 руб."
младенец ру,/catalog/molochnye-smesi,190,"0,00 %",0,"60,00 %","24,74",00:05:12,"0,00 %",0,"0,00 руб."
младенец ру,/catalog/odegda/29690.html,190,"0,00 %",0,"26,84 %","50,14",00:07:51,"0,00 %",0,"0,00 руб."
младенец ру,/catalog/pelenki/29781.html,190,"6,84 %",13,"46,84 %","24,94",00:06:21,"0,00 %",0,"0,00 руб."
рейтинг детских смесей,/tag/detskoe_pitanie/detskie_smesi/kakaja_luchshe.html,190,"66,84 %",127,"66,32 %","1,20",00:01:37,"0,00 %",0,"0,00 руб."
хаггис официальный сайт,/catalog/podguzniki/huggies,190,"80,00 %",152,"46,84 %","1,47",00:01:33,"0,00 %",0,"0,00 руб."
младенец,/catalog/molochnye-smesi/29065.html,178,"0,00 %",0,"42,70 %","19,14",00:07:55,"0,00 %",0,"0,00 руб."
подгузники goon,/tag/podguzniki_i_pelenki/goon.html,178,"42,70 %",76,"42,70 %","1,21",00:02:24,"0,00 %",0,"0,00 руб."
(not provided),/catalog/igrushki-i-tvorchestvo,177,"0,00 %",0,"21,47 %","30,42",00:06:04,"0,00 %",0,"0,00 руб."
(not provided),/catalog/molochnaya-produktsiya/agusha,177,"42,94 %",76,"71,75 %","1,21",00:05:38,"0,00 %",0,"0,00 руб."
(not provided),/catalog/podguzniki/pampers-active-baby,177,"78,53 %",139,"71,75 %","1,21",00:02:15,"0,00 %",0,"0,00 руб."
(not provided),/tag/detskoe_pitanie.html/,177,"64,41 %",114,"71,75 %","1,58",00:02:26,"0,00 %",0,"0,00 руб."
(not provided),/tag/detskoe_pitanie/agusha/molochnaja_produkcija.html,177,"78,53 %",139,"64,41 %","1,07",00:00:20,"0,00 %",0,"0,00 руб."
(not provided),/tag/detskoe_pitanie/detskoe_pjure.html,177,"78,53 %",139,"64,41 %","1,21",00:04:20,"0,00 %",0,"0,00 руб."
(not provided),/tag/podguzniki_i_pelenki/libero/trusiki.html/,177,"93,22 %",165,"50,28 %","1,29",00:01:43,"0,00 %",0,"0,00 руб."
(not set),/catalog/dlya-novorogdennyh,177,"28,81 %",51,"21,47 %","65,35",00:06:14,"0,00 %",0,"0,00 руб."
(not set),/catalog/dlya-novorogdennyh/105926.html,177,"0,00 %",0,"21,47 %","62,77",00:07:55,"0,00 %",0,"0,00 руб."
(not set),/tag/podguzniki_i_pelenki/pampers/podguzniki_trusiki.html,177,"78,53 %",139,"57,06 %","1,07",00:02:11,"0,00 %",0,"0,00 руб."
(not set),/tag/vsjo_o_japonskih_podguznikah.html,177,"50,28 %",89,"71,75 %","1,21",00:03:08,"0,00 %",0,"0,00 руб."
младенец,/catalog/podguzniki-i-pelenki/29777.html,177,"0,00 %",0,"14,12 %","31,14",00:11:14,"0,00 %",0,"0,00 руб."
младенец ру,/catalog/prinadlegnosti-dlya-kupaniya/28836.html,177,"0,00 %",0,"21,47 %","38,51",00:16:30,"0,00 %",0,"0,00 руб."
младенец ру,/catalog/shapochki-i-panamki/29773.html,177,"0,00 %",0,"28,81 %","39,37",00:05:48,"0,00 %",0,"0,00 руб."
(not provided),/catalog/detskaya-gigiena,165,"7,88 %",13,"38,18 %","39,77",00:14:18,"0,00 %",0,"0,00 руб."
(not provided),/catalog/detskaya-mebel/32122.html,165,"0,00 %",0,"23,03 %","45,68",00:04:43,"0,00 %",0,"0,00 руб."
(not provided),/catalog/dlya-novorogdennyh,165,"0,00 %",0,"15,15 %","47,99",00:06:13,"0,00 %",0,"0,00 руб."
(not provided),/catalog/kosmetika,165,"0,00 %",0,"61,21 %","25,41",00:03:34,"0,00 %",0,"0,00 руб."
(not provided),/catalog/pyure,165,"46,06 %",76,"69,09 %","36,01",00:12:56,"0,00 %",0,"0,00 руб."
(not provided),/catalog/svitery-i-dgempery/46063.html,165,"0,00 %",0,"76,97 %","6,38",00:04:44,"0,00 %",0,"0,00 руб."
(not provided),/tag/podguzniki_i_pelenki/podguzniki/trusiki.html,165,"84,24 %",139,"61,21 %","1,23",00:03:04,"0,00 %",0,"0,00 руб."
(not set),/catalog/chay,165,"84,24 %",139,"53,94 %","6,84",00:01:05,"0,00 %",0,"0,00 руб."
(not set),/catalog/detskiy-transport/sanimobil,165,"69,09 %",114,"61,21 %","1,23",00:00:25,"0,00 %",0,"0,00 руб."
(not set),/catalog/egednevnyy-uhod/28719.html,165,"0,00 %",0,"15,15 %","37,55",00:08:19,"0,00 %",0,"0,00 руб."
(not set),/catalog/gorshki-i-sidenya-dlya-unitaza/28704.html,165,"0,00 %",0,"76,97 %","25,26",00:00:55,"0,00 %",0,"0,00 руб."
(not set),/catalog/pelenki/29781.html,165,"0,00 %",0,"30,91 %","38,24",00:20:30,"0,00 %",0,"0,00 руб."
(not set),/tag/odezhda/litl_mi_grupp.html,165,"69,09 %",114,"61,21 %","1,23",00:00:37,"0,00 %",0,"0,00 руб."
младенец ру,/catalog/aksessuary-dlya-kolyasok/29940.html,165,"0,00 %",0,"61,21 %","17,74",00:01:15,"0,00 %",0,"0,00 руб."
младенец ру,/catalog/egednevnyy-uhod/28719.html,165,"0,00 %",0,"46,06 %","32,48",00:03:14,"0,00 %",0,"0,00 руб."
младенец ру,/catalog/shapochki-i-panamki/29773.html?x=1&s=name&b=192928&page=3,165,"0,00 %",0,"100,00 %","1,07",00:00:00,"0,00 %",0,"0,00 руб."
подгузники для плавания,/tag/podguzniki_i_pelenki/podguzniki/dlja_kupanija.html/,165,"76,97 %",127,"61,21 %","1,23",00:00:21,"0,00 %",0,"0,00 руб."
(not provided),/catalog/chay,152,"66,45 %",101,"25,00 %","5,75",00:04:25,"0,00 %",0,"0,00 руб."
(not provided),/catalog/detskoe-pitanie,152,"8,55 %",13,"25,00 %","63,09",00:07:11,"0,00 %",0,"0,00 руб."
(not provided),/catalog/shapochki-i-panamki/29773.html?x=0&s=name,152,"0,00 %",0,"41,45 %","4,91",00:02:17,"0,00 %",0,"0,00 руб."
(not provided),/tag/detskoe_pitanie/humana.html,152,"91,45 %",139,"41,45 %","1,16",00:05:50,"0,00 %",0,"0,00 руб."
(not provided),/tag/podguzniki_i_pelenki/genki.html,152,"66,45 %",101,"75,00 %","1,09",00:00:17,"0,00 %",0,"0,00 руб."
(not provided),/tag/podguzniki_i_pelenki/merries/0-5_kg.html,152,"75,00 %",114,"58,55 %","1,09",00:03:15,"0,00 %",0,"0,00 руб."
(not provided),/tag/podguzniki_i_pelenki/podguzniki_moltex.html,152,"41,45 %",63,"66,45 %","1,09",00:01:49,"0,00 %",0,"0,00 руб."
(not set),/catalog/bezopasnost-dlya-doma/28553.html,152,"0,00 %",0,"8,55 %","31,26",00:07:18,"0,00 %",0,"0,00 руб."
(not set),/catalog/bytovaya-himiya,152,"8,55 %",13,"8,55 %","25,01",00:13:37,"0,00 %",0,"0,00 руб."
(not set),/catalog/kolyaski,152,"33,55 %",51,"58,55 %","40,76",00:05:48,"0,00 %",0,"0,00 руб."
(not set),/catalog/soki-i-napitki/29253.html,152,"0,00 %",0,"16,45 %","21,92",00:14:12,"0,00 %",0,"0,00 руб."
(not set),/tag/detskoe_pitanie/humana.html,152,"41,45 %",63,"58,55 %","1,00",00:01:50,"0,00 %",0,"0,00 руб."
(not set),/tag/podguzniki_i_pelenki/podguzniki_pampers.html,152,"91,45 %",139,"66,45 %","1,16",00:01:09,"0,00 %",0,"0,00 руб."
"детский шезлонг bright starts 6978 ""уточка""",/catalog/sredstva-dlya-kormleniya/29293.html?f=1487-12716_1488-13123&x=1&s=name,152,"0,00 %",0,"100,00 %","1,09",00:00:00,"0,00 %",0,"0,00 руб."
игрушки тини лав из мультика купить,/tag/igraj_i_razvivajsya/tovary_tiny_love.html,152,"91,45 %",139,"83,55 %","1,09",00:00:12,"0,00 %",0,"0,00 руб."
купить коляску пег перего gt3,/catalog/molochnye-smesi/29065.html?b=51554,152,"0,00 %",0,"0,00 %","1,09",00:04:00,"0,00 %",0,"0,00 руб."
лучшая детская смесь,/tag/detskoe_pitanie/detskie_smesi/kakaja_luchshe.html,152,"91,45 %",139,"83,55 %","1,34",00:01:29,"0,00 %",0,"0,00 руб."
младенец ру,/catalog/dlya-novorogdennyh/105926_16362.html,152,"0,00 %",0,"83,55 %","24,42",00:02:51,"0,00 %",0,"0,00 руб."
младенец ру,/catalog/kormlenie-grudyu/29461.html,152,"0,00 %",0,"41,45 %","16,67",00:11:29,"0,00 %",0,"0,00 руб."
младенец.ру,/catalog/igrushki-dlya-malyshey/29585.html,152,"0,00 %",0,"8,55 %","8,09",00:09:22,"0,00 %",0,"0,00 руб."
сумка paul hartmann,/catalog/igrushki-dlya-malyshey/29585.html,152,"0,00 %",0,"100,00 %","1,41",00:00:00,"0,00 %",0,"0,00 руб."
сумка paul hartmann,/catalog/vesy-i-termometry/28682.html,152,"0,00 %",0,"91,45 %","1,25",00:00:02,"0,00 %",0,"0,00 руб."
памперсы муни,/tag/podguzniki_i_pelenki/moony/pampersy.html,140,"63,57 %",89,"72,14 %","1,26",00:00:14,"0,00 %",0,"0,00 руб."
(not provided),/catalog/kolyaski,139,"0,00 %",0,"72,66 %","30,08",00:03:38,"0,00 %",0,"0,00 руб."
(not provided),/catalog/podguzniki/libero,139,"82,01 %",114,"64,03 %","1,37",00:01:12,"0,00 %",0,"0,00 руб."
(not provided),/catalog/progulka-i-puteshestvie/29890.html,139,"0,00 %",0,"9,35 %","54,05",00:07:18,"0,00 %",0,"0,00 руб."
(not set),/catalog/avtokresla,139,"0,00 %",0,"82,01 %","16,95",00:00:27,"0,00 %",0,"0,00 руб."
(not set),/tag/detskoe_pitanie/internet_magazin.html,139,"45,32 %",63,"36,69 %","1,00",00:00:49,"0,00 %",0,"0,00 руб."
(not set),/tag/podguzniki_i_pelenki/pelenki.html,139,"82,01 %",114,"64,03 %","1,46",00:00:41,"0,00 %",0,"0,00 руб."
детский интернет магазин,/catalog/slingi-i-ryukzaki,139,"0,00 %",0,"82,01 %","2,73",00:02:04,"0,00 %",0,"0,00 руб."
купить подгузники дешево,/tag/podguzniki_i_pelenki/podguzniki/rasprodazhi_i_akcii.html,139,"64,03 %",89,"54,68 %","1,19",00:02:27,"0,00 %",0,"0,00 руб."
младенец ру,/catalog/detskaya-mebel/32122.html,139,"0,00 %",0,"45,32 %","52,14",00:05:20,"0,00 %",0,"0,00 руб."
младенец ру,/catalog/krovatki/30025.html,139,"0,00 %",0,"36,69 %","30,17",00:09:38,"0,00 %",0,"0,00 руб."
младенец.ру,/catalog/pelenki/29781.html,139,"0,00 %",0,"100,00 %","4,19",00:00:00,"0,00 %",0,"0,00 руб."
ночные памперсы для детей,/tag/podguzniki_i_pelenki/podguzniki/nochnye.html,139,"54,68 %",76,"82,01 %","1,09",00:00:06,"0,00 %",0,"0,00 руб."
нутрилон цена,/catalog/molochnye-smesi/nutricia,139,"100,00 %",139,"82,01 %","1,27",00:00:55,"0,00 %",0,"0,00 руб."
памперсы для новорожденных,/tag/podguzniki_i_pelenki/pampersy_dlja_novorozhdennyh.html/,139,"72,66 %",101,"54,68 %","1,00",00:02:54,"0,00 %",0,"0,00 руб."
трусики moony,/catalog/podguzniki/29798.html,139,"45,32 %",63,"72,66 %","1,27",00:00:52,"0,00 %",0,"0,00 руб."
фрутоняня детское питание официальный сайт ассортимент,/tag/detskoe_pitanie/frutonyanya.html,139,"82,01 %",114,"45,32 %","1,19",00:01:14,"0,00 %",0,"0,00 руб."
(not provided),/catalog/detskaya-mebel,127,"0,00 %",0,"49,61 %","28,93",00:01:41,"0,00 %",0,"0,00 руб."
(not provided),/catalog/kormlenie-grudyu/29461.html,127,"0,00 %",0,"40,16 %","26,13",00:05:53,"0,00 %",0,"0,00 руб."
(not provided),/catalog/pelenki/29781.html,127,"0,00 %",0,"40,16 %","50,38",00:04:27,"0,00 %",0,"0,00 руб."
(not provided),/catalog/podguzniki/libero-dlya-kupanija,127,"79,53 %",101,"89,76 %","1,00",00:00:03,"0,00 %",0,"0,00 руб."
(not provided),/catalog/podguzniki/pampers-trusiki,127,"70,08 %",89,"70,08 %","1,80",00:00:21,"0,00 %",0,"0,00 руб."
(not provided),/catalog/salfetki/28856.html,127,"0,00 %",0,"59,84 %","72,42",00:05:15,"0,00 %",0,"0,00 руб."
(not provided),/tag/podguzniki_i_pelenki/goon/trusiki_goon.html,127,"40,16 %",51,"40,16 %","1,30",00:01:58,"0,00 %",0,"0,00 руб."
(not provided),/tag/podguzniki_i_pelenki/pampers/podguzniki_trusiki.html,127,"70,08 %",89,"70,08 %","1,20",00:04:04,"0,00 %",0,"0,00 руб."
(not set),/catalog/kacheli/29632.html,127,"0,00 %",0,"0,00 %","29,43",00:20:25,"0,00 %",0,"0,00 руб."
(not set),/catalog/krovatki,127,"19,69 %",25,"29,92 %","31,82",00:18:38,"0,00 %",0,"0,00 руб."
(not set),/catalog/pelenki,127,"49,61 %",63,"40,16 %","26,24",00:07:21,"0,00 %",0,"0,00 руб."
(not set),/catalog/prinadlegnosti-dlya-kupaniya/28836.html,127,"0,00 %",0,"40,16 %","63,14",00:08:29,"0,00 %",0,"0,00 руб."
(not set),/tag/detskoe_pitanie/dlja_novorozhdennyh.html,127,"70,08 %",89,"49,61 %","1,50",00:02:24,"0,00 %",0,"0,00 руб."
(not set),/tag/detskoe_pitanie/nanny/smesi.html,127,"49,61 %",63,"70,08 %","1,09",00:00:25,"0,00 %",0,"0,00 руб."
(not set),/tag/podguzniki_i_pelenki/podguzniki/moskva_i_oblast.html,127,"79,53 %",101,"40,16 %","1,09",00:03:32,"0,00 %",0,"0,00 руб."
младенец ру,/catalog,127,"10,24 %",13,"59,84 %","13,17",00:01:15,"0,00 %",0,"0,00 руб."
младенец ру,/catalog/dlya-mamy-i-doma,127,"0,00 %",0,"59,84 %","27,13",00:03:27,"0,00 %",0,"0,00 руб."
младенец ру,/catalog/knigi/42619.html,127,"0,00 %",0,"70,08 %","14,76",00:00:25,"0,00 %",0,"0,00 руб."
младенец ру,/catalog/progulka-i-puteshestvie,127,"0,00 %",0,"40,16 %","24,54",00:02:21,"0,00 %",0,"0,00 руб."
младенец ру,/catalog/shapochki-i-panamki/29773.html?x=0&s=name,127,"0,00 %",0,"29,92 %","9,57",00:09:01,"0,00 %",0,"0,00 руб."
младенец. ру,/catalog/zdorove-malysha,127,"0,00 %",0,"89,76 %","1,09",00:00:01,"0,00 %",0,"0,00 руб."
подгузники для бассейна купить,/tag/podguzniki_i_pelenki/podguzniki/dlja_kupanija.html,127,"49,61 %",63,"70,08 %","1,20",00:01:07,"0,00 %",0,"0,00 руб."
подгузники moony,/catalog/podguzniki/29798.html,127,"29,92 %",38,"49,61 %","1,30",00:01:39,"0,00 %",0,"0,00 руб."
трусики хаггис,/tag/podguzniki_i_pelenki/huggies/podguzniki/trusiki.html,127,"70,08 %",89,"90,55 %","1,00",00:00:38,"0,00 %",0,"0,00 руб."
чаи для новорожденных,/catalog/chay,127,"0,00 %",0,"70,08 %","1,39",00:00:54,"0,00 %",0,"0,00 руб."
http://mladenec-shope.ru/,/catalog/detskiy-transport/29962.html,127,"0,00 %",0,"49,61 %","1,90",00:00:30,"0,00 %",0,"0,00 руб."
mladenec shop,/catalog/manegi/30042.html,127,"0,00 %",0,"89,76 %","1,99",00:01:23,"0,00 %",0,"0,00 руб."
младенец,/catalog/kosmetika/28783.html,126,"0,00 %",0,"30,16 %","18,40",00:17:49,"0,00 %",0,"0,00 руб."
трусики муни,/catalog/podguzniki/29798.html,126,"60,32 %",76,"50,79 %","1,81",00:00:57,"0,00 %",0,"0,00 руб."
(not provided),/catalog/avtokresla/29891.html,114,"0,00 %",0,"21,93 %","23,11",00:05:33,"0,00 %",0,"0,00 руб."
(not provided),/catalog/chay/hipp,114,"88,60 %",101,"44,74 %","1,45",00:00:52,"0,00 %",0,"0,00 руб."
(not provided),/catalog/igrovoy-transport/parovozik-chuggington,114,"100,00 %",114,"78,07 %","1,00",00:00:14,"0,00 %",0,"0,00 руб."
(not provided),/catalog/progulka-i-puteshestvie,114,"0,00 %",0,"78,07 %","33,56",00:06:35,"0,00 %",0,"0,00 руб."
(not provided),/tag/detskoe_pitanie/detskie_smesi/kakaja_luchshe.html/,114,"78,07 %",89,"66,67 %","1,00",00:01:11,"0,00 %",0,"0,00 руб."
(not provided),/tag/tovary_dlja_novorozhdennyh.html,114,"100,00 %",114,"55,26 %","1,45",00:02:17,"0,00 %",0,"0,00 руб."
(not set),/catalog/detskiy-transport,114,"0,00 %",0,"33,33 %","25,00",00:07:32,"0,00 %",0,"0,00 руб."
(not set),/catalog/komody/32129.html,114,"0,00 %",0,"33,33 %","24,89",00:09:16,"0,00 %",0,"0,00 руб."
(not set),/catalog/kosmetika/29494.html,114,"0,00 %",0,"55,26 %","19,33",00:05:05,"0,00 %",0,"0,00 руб."
(not set),/catalog/podguzniki/goon-trusiki,114,"44,74 %",51,"78,07 %","1,00",00:00:04,"0,00 %",0,"0,00 руб."
(not set),/catalog/podguzniki/pampers-premium-care,114,"78,07 %",89,"78,07 %","1,45",00:00:20,"0,00 %",0,"0,00 руб."
(not set),/catalog/podguzniki/pampersy,114,"66,67 %",76,"21,93 %","2,11",00:00:54,"0,00 %",0,"0,00 руб."
(not set),/catalog/pyure,114,"11,40 %",13,"66,67 %","59,79",00:08:54,"0,00 %",0,"0,00 руб."
(not set),/tag/detskoe_pitanie/nanny.html,114,"66,67 %",76,"55,26 %","1,55",00:04:48,"0,00 %",0,"0,00 руб."
мериес подгузники,/tag/podguzniki_i_pelenki/merries.html,114,"55,26 %",63,"78,07 %","1,11",00:03:12,"0,00 %",0,"0,00 руб."
мерис подгузники,/tag/podguzniki_i_pelenki/merries.html,114,"66,67 %",76,"78,07 %","1,11",00:00:25,"0,00 %",0,"0,00 руб."
младенец,/catalog/odegda/29690.html,114,"0,00 %",0,"33,33 %","15,78",00:02:54,"0,00 %",0,"0,00 руб."
младенец интернет магазин,/catalog/kashi/28985.html,114,"0,00 %",0,"100,00 %","7,11",00:00:00,"0,00 %",0,"0,00 руб."
младенец ру,/catalog/aptechka/53580.html,114,"0,00 %",0,"55,26 %","37,23",00:09:36,"0,00 %",0,"0,00 руб."
младенец ру,/catalog/igrushki-dlya-devochek/31541.html,114,"0,00 %",0,"56,14 %","26,01",00:06:03,"0,00 %",0,"0,00 руб."
